raw_index,session_file,session_path,session_rel_path,session_source_dir,session_id,dbase_fileID,condition,condition_primary,social_context,drug,dreadd_target,dreadd_control_cohort,arena,arena_label,mouse_codes,mouse_type_1,mouse_type_2,mouse_type_3,n_animals,effective_n_animals,animal_keep_indices,animal_finite_fraction,animal_qc_status,animal_qc_notes,n_frames,n_nodes,n_coords,has_scores,score_dims,has_excluded_frames,excluded_frame_count,file_bytes,include_block1_dyadic,include_motif_discovery,motif_exclusion_reason,include_block2_egocentric,paper_include,exclusion_reason,file_modified,raw_database_file,manifest_schema_version,manifest_generated_by,condition_id,condition_raw,dyad_condition,condition_label,dyad_condition_label,condition_family_id,condition_family,condition_family_label,mouse_pair_label,arena_display_label,social_context_label,drug_label,dreadd_target_label,cohort_id,cohort_label,cohort_short_label,cohort_condition,cohort_condition_label,cohort_definition_source,cohort_definition_note,defined_contrast_set,defined_contrast_label,include_defined_primary_big_contrast,include_defined_primary_small_contrast,include_defined_wtwt_arena_contrast,include_defined_anesthetized_context,include_defined_pfc_chemogenetic,include_defined_dcn_chemogenetic,arena_condition,arena_condition_label,analysis_group_id,analysis_group_label,plot_group_label,label_text_safe_for_matlab
226,session_0226.mat,session_0226.mat,session_0226.mat,files2run,session_0598,0598,M_SALPFC,MUT,chemogenetic_context,SAL,PFC,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9817;0.9875,ok,,57599,13,2,1,57599x13x2,0,0,15730822,1,1,,1,1,,04-Jun-2026 16:32:44,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALPFC,M_SALPFC,M_SALPFC,Mut SAL PFC,Mut SAL PFC,pfc_chemogenetic,pfc_chemogenetic,PFC chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,PFC,cohort3,Cohort 3 small arena Mut SAL PFC,C3,cohort3:M_SALPFC,C3 Mut SAL PFC,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,1,0,small:M_SALPFC,Small arena Mut SAL PFC,cohort3|small|M_SALPFC,Cohort 3 small arena Mut SAL PFC,C3 small Mut SAL PFC,1
227,session_0227.mat,session_0227.mat,session_0227.mat,files2run,session_0599,0599,M_SALPFC,MUT,chemogenetic_context,SAL,PFC,0,S,small,2;1,MUT,WT,,2,2,1;2,0.985;0.987,ok,,57599,13,2,1,57599x13x2,0,0,15906180,1,1,,1,1,,04-Jun-2026 16:32:44,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALPFC,M_SALPFC,M_SALPFC,Mut SAL PFC,Mut SAL PFC,pfc_chemogenetic,pfc_chemogenetic,PFC chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,PFC,cohort3,Cohort 3 small arena Mut SAL PFC,C3,cohort3:M_SALPFC,C3 Mut SAL PFC,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,1,0,small:M_SALPFC,Small arena Mut SAL PFC,cohort3|small|M_SALPFC,Cohort 3 small arena Mut SAL PFC,C3 small Mut SAL PFC,1
228,session_0228.mat,session_0228.mat,session_0228.mat,files2run,session_0600,0600,M_SALPFC,MUT,chemogenetic_context,SAL,PFC,0,S,small,2;1,MUT,WT,,2,2,1;2,0.8439;0.9102,ok,,57599,13,2,1,57599x13x2,0,0,14762213,1,1,,1,1,,04-Jun-2026 16:32:44,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALPFC,M_SALPFC,M_SALPFC,Mut SAL PFC,Mut SAL PFC,pfc_chemogenetic,pfc_chemogenetic,PFC chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,PFC,cohort3,Cohort 3 small arena Mut SAL PFC,C3,cohort3:M_SALPFC,C3 Mut SAL PFC,user_2026_06_25,,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,1,0,small:M_SALPFC,Small arena Mut SAL PFC,cohort3|small|M_SALPFC,Cohort 3 small arena Mut SAL PFC,C3 small Mut SAL PFC,1
229,session_0229.mat,session_0229.mat,session_0229.mat,files2run,session_0601,0601,M_SALcPFC,MUT,chemogenetic_context,SAL,PFC,1,S,small,2;1,MUT,WT,,2,2,1;2,0.9474;0.9602,ok,,57599,13,2,1,57599x13x2,0,0,15478831,1,1,,1,1,,04-Jun-2026 16:32:45,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALcPFC,M_SALcPFC,M_SALcPFC,Mut SAL control PFC,Mut SAL control PFC,pfc_chemogenetic,pfc_chemogenetic,PFC chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,PFC,cohort3,Cohort 3 small arena Mut SAL control PFC,C3,cohort3:M_SALcPFC,C3 Mut SAL control PFC,user_2026_06_25,control partner PFC chemogenetic group,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,1,0,small:M_SALcPFC,Small arena Mut SAL control PFC,cohort3|small|M_SALcPFC,Cohort 3 small arena Mut SAL control PFC,C3 small Mut SAL control PFC,1
230,session_0230.mat,session_0230.mat,session_0230.mat,files2run,session_0602,0602,M_SALcPFC,MUT,chemogenetic_context,SAL,PFC,1,S,small,2;1,MUT,WT,,2,2,1;2,0.927;0.9518,ok,,57599,13,2,1,57599x13x2,0,0,15535323,1,1,,1,1,,04-Jun-2026 16:32:45,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALcPFC,M_SALcPFC,M_SALcPFC,Mut SAL control PFC,Mut SAL control PFC,pfc_chemogenetic,pfc_chemogenetic,PFC chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,PFC,cohort3,Cohort 3 small arena Mut SAL control PFC,C3,cohort3:M_SALcPFC,C3 Mut SAL control PFC,user_2026_06_25,control partner PFC chemogenetic group,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,1,0,small:M_SALcPFC,Small arena Mut SAL control PFC,cohort3|small|M_SALcPFC,Cohort 3 small arena Mut SAL control PFC,C3 small Mut SAL control PFC,1
231,session_0231.mat,session_0231.mat,session_0231.mat,files2run,session_0603,0603,M_SALcPFC,MUT,chemogenetic_context,SAL,PFC,1,S,small,2;1,MUT,WT,,2,2,1;2,0.9559;0.9697,ok,,57599,13,2,1,57599x13x2,0,0,15206887,1,1,,1,1,,04-Jun-2026 16:32:45,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALcPFC,M_SALcPFC,M_SALcPFC,Mut SAL control PFC,Mut SAL control PFC,pfc_chemogenetic,pfc_chemogenetic,PFC chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,PFC,cohort3,Cohort 3 small arena Mut SAL control PFC,C3,cohort3:M_SALcPFC,C3 Mut SAL control PFC,user_2026_06_25,control partner PFC chemogenetic group,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,1,0,small:M_SALcPFC,Small arena Mut SAL control PFC,cohort3|small|M_SALcPFC,Cohort 3 small arena Mut SAL control PFC,C3 small Mut SAL control PFC,1
232,session_0232.mat,session_0232.mat,session_0232.mat,files2run,session_0604,0604,M_SALcPFC,MUT,chemogenetic_context,SAL,PFC,1,S,small,2;1,MUT,WT,,2,2,1;2,0.9542;0.9615,ok,,57599,13,2,1,57599x13x2,0,0,15218172,1,1,,1,1,,04-Jun-2026 16:32:46,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALcPFC,M_SALcPFC,M_SALcPFC,Mut SAL control PFC,Mut SAL control PFC,pfc_chemogenetic,pfc_chemogenetic,PFC chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,PFC,cohort3,Cohort 3 small arena Mut SAL control PFC,C3,cohort3:M_SALcPFC,C3 Mut SAL control PFC,user_2026_06_25,control partner PFC chemogenetic group,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,1,0,small:M_SALcPFC,Small arena Mut SAL control PFC,cohort3|small|M_SALcPFC,Cohort 3 small arena Mut SAL control PFC,C3 small Mut SAL control PFC,1
233,session_0233.mat,session_0233.mat,session_0233.mat,files2run,session_0605,0605,M_SALcPFC,MUT,chemogenetic_context,SAL,PFC,1,S,small,2;1,MUT,WT,,2,2,1;2,0.9152;0.9523,ok,,57599,13,2,1,57599x13x2,0,0,15365987,1,1,,1,1,,04-Jun-2026 16:32:46,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALcPFC,M_SALcPFC,M_SALcPFC,Mut SAL control PFC,Mut SAL control PFC,pfc_chemogenetic,pfc_chemogenetic,PFC chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,PFC,cohort3,Cohort 3 small arena Mut SAL control PFC,C3,cohort3:M_SALcPFC,C3 Mut SAL control PFC,user_2026_06_25,control partner PFC chemogenetic group,cohort3_pfc_chemogenetic,Cohort 3 PFC chemogenetic contrast,0,0,0,0,1,0,small:M_SALcPFC,Small arena Mut SAL control PFC,cohort3|small|M_SALcPFC,Cohort 3 small arena Mut SAL control PFC,C3 small Mut SAL control PFC,1
234,session_0234.mat,session_0234.mat,session_0234.mat,files2run,session_0606,0606,M_SALcDCN,MUT,chemogenetic_context,SAL,DCN,1,S,small,2;1,MUT,WT,,2,2,1;2,0.9535;0.9543,ok,,57599,13,2,1,57599x13x2,0,0,15832985,1,1,,1,1,,04-Jun-2026 16:32:46,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALcDCN,M_SALcDCN,M_SALcDCN,Mut SAL control DCN,Mut SAL control DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena Mut SAL control DCN,C3 DCN,cohort3_dcn_extension:M_SALcDCN,C3 DCN Mut SAL control DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:M_SALcDCN,Small arena Mut SAL control DCN,cohort3_dcn_extension|small|M_SALcDCN,Cohort 3 DCN extension small arena Mut SAL control DCN,C3 DCN small Mut SAL control DCN,1
235,session_0235.mat,session_0235.mat,session_0235.mat,files2run,session_0607,0607,M_SALcDCN,MUT,chemogenetic_context,SAL,DCN,1,S,small,2;1,MUT,WT,,2,2,1;2,0.9614;0.9688,ok,,57599,13,2,1,57599x13x2,0,0,15406384,1,1,,1,1,,04-Jun-2026 16:32:46,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALcDCN,M_SALcDCN,M_SALcDCN,Mut SAL control DCN,Mut SAL control DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena Mut SAL control DCN,C3 DCN,cohort3_dcn_extension:M_SALcDCN,C3 DCN Mut SAL control DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:M_SALcDCN,Small arena Mut SAL control DCN,cohort3_dcn_extension|small|M_SALcDCN,Cohort 3 DCN extension small arena Mut SAL control DCN,C3 DCN small Mut SAL control DCN,1
236,session_0236.mat,session_0236.mat,session_0236.mat,files2run,session_0608,0608,M_SALcDCN,MUT,chemogenetic_context,SAL,DCN,1,S,small,2;1,MUT,WT,,2,2,1;2,0.9426;0.942,ok,,57599,13,2,1,57599x13x2,0,0,15194551,1,1,,1,1,,04-Jun-2026 16:32:47,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALcDCN,M_SALcDCN,M_SALcDCN,Mut SAL control DCN,Mut SAL control DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena Mut SAL control DCN,C3 DCN,cohort3_dcn_extension:M_SALcDCN,C3 DCN Mut SAL control DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:M_SALcDCN,Small arena Mut SAL control DCN,cohort3_dcn_extension|small|M_SALcDCN,Cohort 3 DCN extension small arena Mut SAL control DCN,C3 DCN small Mut SAL control DCN,1
237,session_0237.mat,session_0237.mat,session_0237.mat,files2run,session_0609,0609,M_SALcDCN,MUT,chemogenetic_context,SAL,DCN,1,S,small,2;1,MUT,WT,,2,2,1;2,0.9694;0.9734,ok,,57599,13,2,1,57599x13x2,0,0,15943006,1,1,,1,1,,04-Jun-2026 16:32:47,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALcDCN,M_SALcDCN,M_SALcDCN,Mut SAL control DCN,Mut SAL control DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena Mut SAL control DCN,C3 DCN,cohort3_dcn_extension:M_SALcDCN,C3 DCN Mut SAL control DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:M_SALcDCN,Small arena Mut SAL control DCN,cohort3_dcn_extension|small|M_SALcDCN,Cohort 3 DCN extension small arena Mut SAL control DCN,C3 DCN small Mut SAL control DCN,1
238,session_0238.mat,session_0238.mat,session_0238.mat,files2run,session_0611,0611,M_SALDCN,MUT,chemogenetic_context,SAL,DCN,0,S,small,2;1,MUT,WT,,2,2,1;2,0.7254;0.8328,ok,,57599,13,2,1,57599x13x2,0,0,13149801,1,1,,1,1,,04-Jun-2026 16:32:47,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALDCN,M_SALDCN,M_SALDCN,Mut SAL DCN,Mut SAL DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN,cohort3_dcn_extension:M_SALDCN,C3 DCN Mut SAL DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:M_SALDCN,Small arena Mut SAL DCN,cohort3_dcn_extension|small|M_SALDCN,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN small Mut SAL DCN,1
239,session_0239.mat,session_0239.mat,session_0239.mat,files2run,session_0612,0612,M_SALDCN,MUT,chemogenetic_context,SAL,DCN,0,S,small,2;1,MUT,WT,,2,2,1;2,0.7712;0.802,ok,,57599,13,2,1,57599x13x2,0,0,13647327,1,1,,1,1,,04-Jun-2026 16:32:47,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALDCN,M_SALDCN,M_SALDCN,Mut SAL DCN,Mut SAL DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN,cohort3_dcn_extension:M_SALDCN,C3 DCN Mut SAL DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:M_SALDCN,Small arena Mut SAL DCN,cohort3_dcn_extension|small|M_SALDCN,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN small Mut SAL DCN,1
240,session_0240.mat,session_0240.mat,session_0240.mat,files2run,session_0613,0613,M_SALDCN,MUT,chemogenetic_context,SAL,DCN,0,S,small,2;1,MUT,WT,,2,2,1;2,0.7171;0.903,ok,,57599,13,2,1,57599x13x2,0,0,13265562,1,1,,1,1,,04-Jun-2026 16:32:48,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALDCN,M_SALDCN,M_SALDCN,Mut SAL DCN,Mut SAL DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN,cohort3_dcn_extension:M_SALDCN,C3 DCN Mut SAL DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:M_SALDCN,Small arena Mut SAL DCN,cohort3_dcn_extension|small|M_SALDCN,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN small Mut SAL DCN,1
241,session_0241.mat,session_0241.mat,session_0241.mat,files2run,session_0614,0614,M_SALDCN,MUT,chemogenetic_context,SAL,DCN,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9615;0.9602,ok,,57599,13,2,1,57599x13x2,0,0,15551550,1,1,,1,1,,04-Jun-2026 16:32:49,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALDCN,M_SALDCN,M_SALDCN,Mut SAL DCN,Mut SAL DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN,cohort3_dcn_extension:M_SALDCN,C3 DCN Mut SAL DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:M_SALDCN,Small arena Mut SAL DCN,cohort3_dcn_extension|small|M_SALDCN,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN small Mut SAL DCN,1
242,session_0242.mat,session_0242.mat,session_0242.mat,files2run,session_0615,0615,M_SALDCN,MUT,chemogenetic_context,SAL,DCN,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9621;0.9621,ok,,57599,13,2,1,57599x13x2,0,0,15870790,1,1,,1,1,,04-Jun-2026 16:32:49,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALDCN,M_SALDCN,M_SALDCN,Mut SAL DCN,Mut SAL DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN,cohort3_dcn_extension:M_SALDCN,C3 DCN Mut SAL DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:M_SALDCN,Small arena Mut SAL DCN,cohort3_dcn_extension|small|M_SALDCN,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN small Mut SAL DCN,1
243,session_0243.mat,session_0243.mat,session_0243.mat,files2run,session_0616,0616,M_SALDCN,MUT,chemogenetic_context,SAL,DCN,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9499;0.9602,ok,,57599,13,2,1,57599x13x2,0,0,15542412,1,1,,1,1,,04-Jun-2026 16:32:49,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALDCN,M_SALDCN,M_SALDCN,Mut SAL DCN,Mut SAL DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN,cohort3_dcn_extension:M_SALDCN,C3 DCN Mut SAL DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:M_SALDCN,Small arena Mut SAL DCN,cohort3_dcn_extension|small|M_SALDCN,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN small Mut SAL DCN,1
244,session_0244.mat,session_0244.mat,session_0244.mat,files2run,session_0617,0617,M_SALDCN,MUT,chemogenetic_context,SAL,DCN,0,S,small,2;1,MUT,WT,,2,2,1;2,0.974;0.9692,ok,,57599,13,2,1,57599x13x2,0,0,16204323,1,1,,1,1,,04-Jun-2026 16:32:49,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALDCN,M_SALDCN,M_SALDCN,Mut SAL DCN,Mut SAL DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN,cohort3_dcn_extension:M_SALDCN,C3 DCN Mut SAL DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:M_SALDCN,Small arena Mut SAL DCN,cohort3_dcn_extension|small|M_SALDCN,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN small Mut SAL DCN,1
245,session_0245.mat,session_0245.mat,session_0245.mat,files2run,session_0618,0618,M_SALDCN,MUT,chemogenetic_context,SAL,DCN,0,S,small,2;1,MUT,WT,,2,2,1;2,0.5774;0.7893,ok,,57599,13,2,1,57599x13x2,0,0,11410943,1,1,,1,1,,04-Jun-2026 16:32:49,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALDCN,M_SALDCN,M_SALDCN,Mut SAL DCN,Mut SAL DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN,cohort3_dcn_extension:M_SALDCN,C3 DCN Mut SAL DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:M_SALDCN,Small arena Mut SAL DCN,cohort3_dcn_extension|small|M_SALDCN,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN small Mut SAL DCN,1
246,session_0246.mat,session_0246.mat,session_0246.mat,files2run,session_0619,0619,M_SALDCN,MUT,chemogenetic_context,SAL,DCN,0,S,small,2;1,MUT,WT,,2,2,1;2,0.7842;0.853,ok,,57599,13,2,1,57599x13x2,0,0,13251578,1,1,,1,1,,04-Jun-2026 16:32:50,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALDCN,M_SALDCN,M_SALDCN,Mut SAL DCN,Mut SAL DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN,cohort3_dcn_extension:M_SALDCN,C3 DCN Mut SAL DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:M_SALDCN,Small arena Mut SAL DCN,cohort3_dcn_extension|small|M_SALDCN,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN small Mut SAL DCN,1
247,session_0247.mat,session_0247.mat,session_0247.mat,files2run,session_0620,0620,M_SALDCN,MUT,chemogenetic_context,SAL,DCN,0,S,small,2;1,MUT,WT,,2,2,1;2,0.9474;0.954,ok,,57599,13,2,1,57599x13x2,0,0,15477544,1,1,,1,1,,04-Jun-2026 16:32:50,ALLPAIRS-Feb2025.mat,foundation_v2_label_safe,paper/run_01_manifest.m,M_SALDCN,M_SALDCN,M_SALDCN,Mut SAL DCN,Mut SAL DCN,dcn_chemogenetic,dcn_chemogenetic,DCN chemogenetic,Mut + WT,Small arena,Chemogenetic context,SAL,DCN,cohort3_dcn_extension,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN,cohort3_dcn_extension:M_SALDCN,C3 DCN Mut SAL DCN,user_2026_06_25,DCN chemogenetic group present in raw data; documented outside PFC contrast,cohort3_dcn_chemogenetic,Cohort 3 DCN chemogenetic extension,0,0,0,0,0,1,small:M_SALDCN,Small arena Mut SAL DCN,cohort3_dcn_extension|small|M_SALDCN,Cohort 3 DCN extension small arena Mut SAL DCN,C3 DCN small Mut SAL DCN,1
